datetime,t,t_det,t_tap
2023-08-12 08:00:00,34.36,-0.28630924787778156,-0.0003574987265734285
2023-08-12 08:00:01,34.4,-0.24682239006614992,-0.0009245790070713784
2023-08-12 08:00:02,34.45,-0.19733553225451317,-0.001232002843904712
2023-08-12 08:00:03,34.49,-0.15784867444288153,-0.0013796619448564664
2023-08-12 08:00:04,34.45,-0.1983618166312482,-0.002229105796730256
2023-08-12 08:00:05,34.24,-0.40887495881961655,-0.005615763104553166
2023-08-12 08:00:06,34.35,-0.29938810100798463,-0.0048595723412028806
2023-08-12 08:00:07,34.39,-0.259901243196353,-0.004867584054310896
2023-08-12 08:00:08,34.3,-0.3504143853847239,-0.007437679655406854
2023-08-12 08:00:09,33.95,-0.7009275275730857,-0.016627433237072574
2023-08-12 08:00:10,33.78,-0.871440669761455,-0.022847915605901208
2023-08-12 08:00:11,33.87,-0.7819538119498262,-0.022453728776764
2023-08-12 08:00:12,33.78,-0.87246695413819,-0.027230630421258003
2023-08-12 08:00:13,33.65,-1.00298009632656,-0.03380749886750384
2023-08-12 08:00:14,33.59,-1.0634932385149227,-0.03850144716165854
2023-08-12 08:00:15,33.44,-1.214006380703296,-0.046980046506084366
2023-08-12 08:00:16,33.4,-1.2545195228916626,-0.05167823786587558
2023-08-12 08:00:17,33.34,-1.3150326650800253,-0.0574520550276011
2023-08-12 08:00:18,33.3,-1.355545807268399,-0.06260379373238578
2023-08-12 08:00:19,33.39,-1.2660589494567631,-0.06162914009271923
2023-08-12 08:00:20,33.51,-1.1465720916451332,-0.05867251942211476
2023-08-12 08:00:21,33.5,-1.1570852338335058,-0.06209610480153587
2023-08-12 08:00:22,33.47,-1.1875983760218745,-0.06669492587243597
2023-08-12 08:00:23,33.5,-1.1581115182102408,-0.067926330652822
2023-08-12 08:00:24,33.47,-1.1886246603986095,-0.07267901944994981
2023-08-12 08:00:25,33.41,-1.2491378025869793,-0.07949250709871587
2023-08-12 08:00:26,33.38,-1.2796509447753408,-0.08462322609894385
2023-08-12 08:00:27,33.45,-1.210164086963708,-0.08304332949683381
2023-08-12 08:00:28,33.48,-1.1806772291520815,-0.0839611849148949
2023-08-12 08:00:29,33.39,-1.2711903713404453,-0.09356403252544511
2023-08-12 08:00:30,33.3,-1.3617035135288162,-0.10361714533657757
2023-08-12 08:00:31,33.21,-1.45221665571718,-0.11412037615108558
2023-08-12 08:00:32,33.26,-1.4027297979055504,-0.11372336674142058
2023-08-12 08:00:33,33.31,-1.3532429400939137,-0.11307929576987595
2023-08-12 08:00:34,33.38,-1.2837560822822809,-0.11046721795299637
2023-08-12 08:00:35,33.44,-1.2242692244706532,-0.10839405863001912
2023-08-12 08:00:36,33.46,-1.2047823666590176,-0.10966527713306996
2023-08-12 08:00:37,33.5,-1.165295508847386,-0.10896865500720015
2023-08-12 08:00:38,33.58,-1.0858086510357552,-0.10423509086104876
2023-08-12 08:00:39,33.62,-1.0463217932241236,-0.10304503158355215
2023-08-12 08:00:40,33.61,-1.056834935412489,-0.10670646616918282
2023-08-12 08:00:41,33.58,-1.0873480776008577,-0.11248851906993655
2023-08-12 08:00:42,33.54,-1.1278612197892244,-0.1194808103634919
2023-08-12 08:00:43,33.52,-1.148374361977588,-0.12450519107248338
2023-08-12 08:00:44,33.58,-1.0888875041659603,-0.12075857593427805
2023-08-12 08:00:45,33.65,-1.0194006463543275,-0.11558210457200027
2023-08-12 08:00:46,33.7,-0.9699137885426907,-0.11237735777829497
2023-08-12 08:00:47,33.79,-0.8804269307310619,-0.10419267470512193
2023-08-12 08:00:48,33.87,-0.8009400729194311,-0.09677176083496174
2023-08-12 08:00:49,33.92,-0.7514532151077944,-0.09265518878491615
2023-08-12 08:00:50,33.95,-0.7219663572961608,-0.09080834276817719
2023-08-12 08:00:51,33.93,-0.7424794994845314,-0.0952276382726959
2023-08-12 08:00:52,33.94,-0.7329926416729009,-0.09582597271277825
2023-08-12 08:00:53,33.95,-0.7235057838612633,-0.09637673334412794
2023-08-12 08:00:54,34.0,-0.6740189260496336,-0.09145262901940258
2023-08-12 08:00:55,34.06,-0.6145320682379989,-0.08490151054880327
2023-08-12 08:00:56,34.11,-0.5650452104263692,-0.07946189268271694
2023-08-12 08:00:57,34.14,-0.5355583526147356,-0.07663909551645047
2023-08-12 08:00:58,34.19,-0.48607149480310596,-0.07075861295446084
2023-08-12 08:00:59,34.22,-0.45658463699147234,-0.06759400949626669
2023-08-12 08:01:00,34.25,-0.4270977791798387,-0.0642833329079209
2023-08-12 08:01:01,34.28,-0.3976109213682051,-0.06082665873863505
2023-08-12 08:01:02,34.32,-0.35812406355657345,-0.055669586667195306
2023-08-12 08:01:03,34.34,-0.33863720574494494,-0.05347562894584163
2023-08-12 08:01:04,34.38,-0.2991503479333133,-0.0479776367217548
2023-08-12 08:01:05,34.34,-0.33966349012167996,-0.05531220933732777
2023-08-12 08:01:06,34.37,-0.31017663231005344,-0.05127455092691823
2023-08-12 08:01:07,34.44,-0.24068977449842066,-0.04038052438199087
2023-08-12 08:01:08,34.26,-0.4212029166867879,-0.07170195096778842
2023-08-12 08:01:09,34.0,-0.6817160588751534,-0.11772669235258897
2023-08-12 08:01:10,33.92,-0.7622292010635192,-0.13350513986602053
2023-08-12 08:01:11,33.85,-0.832742343251887,-0.14790257714421096
2023-08-12 08:01:12,33.62,-1.0632554854402585,-0.19145624916390144
2023-08-12 08:01:13,33.39,-1.2937686276286229,-0.2361412241646259
2023-08-12 08:01:14,33.34,-1.3442817698169875,-0.2486608855236207
2023-08-12 08:01:15,33.22,-1.4647949120053596,-0.274547060392322
2023-08-12 08:01:16,33.05,-1.6353080541937288,-0.31051690929379117
2023-08-12 08:01:17,32.98,-1.7058211963820966,-0.32808756013080786
